2.000000e-03,-3.002109e-04,-1.045095e-04,2.169808e-04,3.036005e-03,9.104385e-05,-3.684640e-03,-1.954768e-04,-3.013454e-04,1.052094e-04,-2.155915e-04,3.042105e-03,-8.802924e-05,-3.690719e-03,1.948017e-04,2.405119e-04,-1.509044e-05,1.104259e-03,-1.924375e-06,-1.179277e-06,1.161596e-05,-2.599396e-06,1.303397e-03,-8.496808e-04,2.445042e-04,-1.308426e-04,-1.131625e-05,1.430872e-06,1.303866e-03,-8.502405e-04,-1.501054e-01,-5.225474e-02,1.084904e-01,1.518002e+00,4.552192e-02,-1.842320e+00,-9.773842e-02,-1.506727e-01,5.260469e-02,-1.077958e-01,1.521053e+00,-4.401462e-02,-1.845359e+00,9.740084e-02,1.202559e-01,-7.545221e-03,5.521296e-01,-9.621875e-04,-5.896387e-04,5.807981e-03,-1.299698e-03,6.516983e-01,-4.248404e-01,1.222521e-01,-6.542130e-02,-5.658126e-03,7.154360e-04,6.519328e-01,-4.251202e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.169575e+01,-4.511983e-02,9.719445e+01,0.000000e+00,0.000000e+00,0.000000e+00
4.000000e-03,-8.600007e-04,-2.949061e-04,6.168871e-04,8.580380e-03,2.579685e-04,-1.040568e-02,-5.514097e-04,-8.632580e-04,2.968784e-04,-6.129114e-04,8.597665e-03,-2.494512e-04,-1.042285e-02,5.495137e-04,6.864733e-04,-4.309934e-05,3.150649e-03,-5.424139e-06,-3.365968e-06,3.205992e-05,-7.205807e-06,3.746966e-03,-2.482716e-03,7.597209e-04,-3.605557e-04,-3.119552e-05,3.862717e-06,3.748316e-03,-2.484338e-03,-2.798949e-01,-9.519829e-02,1.999531e-01,2.772188e+00,8.346230e-02,-3.360519e+00,-1.779664e-01,-2.809563e-01,9.583451e-02,-1.986599e-01,2.777780e+00,-8.071097e-02,-3.366064e+00,1.773560e-01,2.229807e-01,-1.400445e-02,1.023195e+00,-1.749882e-03,-1.093345e-03,1.022198e-02,-2.303206e-03,1.221785e+00,-8.165178e-01,2.576083e-01,-1.148566e-01,-9.939636e-03,1.215923e-03,1.222225e+00,-8.170485e-01,5.975780e-08,-7.997934e-04,5.491823e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.018409e+01,-3.707713e-02,8.048298e+01,2.998871e-05,-3.998967e-01,2.746031e-04
6.000000e-03,-1.653415e-03,-5.550284e-04,1.173831e-03,1.618737e-02,4.880422e-04,-1.960705e-02,-1.037261e-03,-1.659695e-03,5.587441e-04,-1.166199e-03,1.622010e-02,-4.719863e-04,-1.963941e-02,1.033718e-03,1.310287e-03,-8.232171e-05,6.011351e-03,-1.021033e-05,-6.423386e-06,5.907459e-05,-1.332388e-05,7.202504e-03,-4.846379e-03,1.563180e-03,-6.629602e-04,-5.741761e-05,6.929450e-06,7.205104e-03,-4.849524e-03,-3.967071e-01,-1.300612e-01,2.784722e-01,3.803493e+00,1.150369e-01,-4.600688e+00,-2.429256e-01,-3.982186e-01,1.309329e-01,-2.766437e-01,3.811216e+00,-1.112675e-01,-4.608284e+00,2.421020e-01,3.119067e-01,-1.961118e-02,1.430351e+00,-2.393097e-03,-1.528709e-03,1.350733e-02,-3.059039e-03,1.727769e+00,-1.181832e+00,4.017297e-01,-1.512022e-01,-1.311104e-02,1.533366e-03,1.728394e+00,-1.182593e+00,1.554347e-07,-2.284265e-03,1.570764e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.017319e+00,-3.013620e-02,6.630980e+01,4.862612e-05,-7.422359e-01,5.108703e-04
8.000000e-03,-2.662346e-03,-8.709560e-04,1.867344e-03,2.547965e-02,7.703533e-04,-3.081298e-02,-1.626661e-03,-2.672491e-03,8.768040e-04,-1.855074e-03,2.553142e-02,-7.451093e-04,-3.086386e-02,1.621150e-03,2.089095e-03,-1.313472e-04,9.580346e-03,-1.604372e-05,-1.023579e-05,9.083207e-05,-2.054053e-05,1.156370e-02,-7.895689e-03,2.664493e-03,-1.016677e-03,-8.819192e-05,1.032706e-05,1.156788e-02,-7.900784e-03,-5.044657e-01,-1.579638e-01,3.467561e-01,4.646144e+00,1.411555e-01,-5.602963e+00,-2.947001e-01,-5.063977e-01,1.590299e-01,-3.444379e-01,4.655660e+00,-1.365615e-01,-5.612225e+00,2.937161e-01,3.894040e-01,-2.451276e-02,1.784498e+00,-2.916694e-03,-1.906200e-03,1.587874e-02,-3.608324e-03,2.180596e+00,-1.524655e+00,5.506562e-01,-1.768582e-01,-1.538715e-02,1.698805e-03,2.181389e+00,-1.525630e+00,2.696960e-07,-4.363051e-03,3.004736e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.056703e+00,-2.416749e-02,5.425905e+01,5.951360e-05,-1.039393e+00,7.172031e-04
1.000000e-02,-3.872244e-03,-1.230776e-03,2.680536e-03,3.613752e-02,1.095397e-03,-4.361743e-02,-2.297049e-03,-3.887046e-03,1.239078e-03,-2.662725e-03,3.621133e-02,-1.059645e-03,-4.368951e-02,2.289340e-03,3.003003e-03,-1.889479e-04,1.376526e-02,-2.272644e-05,-1.469928e-05,1.258533e-04,-2.851229e-05,1.673753e-02,-1.158961e-02,4.066302e-03,-1.404319e-03,-1.220756e-04,1.380942e-05,1.674360e-02,-1.159705e-02,-6.049489e-01,-1.799099e-01,4.065962e-01,5.328934e+00,1.625220e-01,-6.402223e+00,-3.351939e-01,-6.072778e-01,1.811368e-01,-4.038252e-01,5.339958e+00,-1.572680e-01,-6.412822e+00,3.340949e-01,4.569542e-01,-2.880035e-02,2.092459e+00,-3.341358e-03,-2.231747e-03,1.751063e-02,-3.985877e-03,2.586915e+00,-1.846960e+00,7.009048e-01,-1.938215e-01,-1.694184e-02,1.741181e-03,2.587860e+00,-1.848135e+00,3.907380e-07,-6.961406e-03,4.801254e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.212144e+00,-1.905436e-02,4.399443e+01,6.560712e-05,-1.299177e+00,8.986739e-04
1.200000e-02,-5.269589e-03,-1.624372e-03,3.598931e-03,4.789049e-02,1.454823e-03,-5.767556e-02,-3.029335e-03,-5.289796e-03,1.635391e-03,-3.574741e-03,4.798887e-02,-1.407521e-03,-5.777096e-02,3.019273e-03,4.033750e-03,-2.539915e-04,1.848142e-02,-3.009533e-05,-1.970209e-05,1.410159e-04,-3.340537e-05,2.263428e-02,-1.588095e-02,5.760755e-03,-1.556674e-03,-1.359813e-04,1.366292e-05,2.264246e-02,-1.589098e-02,-6.986724e-01,-1.967983e-01,4.591974e-01,5.876485e+00,1.797129e-01,-7.029069e+00,-3.661429e-01,-7.013747e-01,1.981565e-01,-4.560078e-01,5.888770e+00,-1.739380e-01,-7.040724e+00,3.649665e-01,5.153733e-01,-3.252178e-02,2.358077e+00,-3.684447e-03,-2.501405e-03,7.581272e-03,-2.446541e-03,2.948378e+00,-2.145669e+00,8.472264e-01,-7.617720e-02,-6.952837e-03,-7.325203e-05,2.949428e+00,-2.146964e+00,5.113926e-07,-1.001425e-02,6.916324e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.398085e+00,-1.474432e-02,3.524502e+01,6.930329e-05,-1.526422e+00,1.058186e-03
1.400000e-02,-6.840462e-03,-2.043185e-03,4.609647e-03,6.050928e-02,1.841229e-03,-7.269488e-02,-3.807494e-03,-6.866770e-03,2.057135e-03,-4.578309e-03,6.063433e-02,-1.781571e-03,-7.281522e-02,3.794986e-03,5.164438e-03,-3.254298e-04,2.365032e-02,-3.801417e-05,-2.514974e-05,1.402368e-04,-3.587342e-05,2.917343e-02,-2.073077e-02,7.739954e-03,-1.523385e-03,-1.338552e-04,1.062912e-05,2.918389e-02,-2.074361e-02,-7.854367e-01,-2.094062e-01,5.053581e-01,6.309393e+00,1.932031e-01,-7.509658e+00,-3.890798e-01,-7.884871e-01,2.108721e-01,-5.017842e-01,6.322728e+00,-1.870249e-01,-7.522131e+00,3.878569e-01,5.653441e-01,-3.571918e-02,2.584453e+00,-3.959418e-03,-2.723823e-03,-3.895536e-04,-1.234024e-03,3.269575e+00,-2.424914e+00,9.895993e-01,1.664439e-02,1.063036e-03,-1.516900e-03,3.270716e+00,-2.426312e+00,6.296291e-07,-1.346158e-02,9.294766e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.640492e+00,-1.105364e-02,2.778150e+01,7.307686e-05,-1.723663e+00,1.190123e-03
1.600000e-02,-8.569998e-03,-2.480037e-03,5.700981e-03,7.380054e-02,2.248076e-03,-8.842918e-02,-4.618273e-03,-8.603045e-03,2.497096e-03,-5.661798e-03,7.395399e-02,-2.175452e-03,-8.857569e-02,4.603275e-03,6.378979e-03,-4.022615e-04,2.919729e-02,-4.637334e-05,-3.094947e-05,1.267018e-04,-3.645833e-05,3.627733e-02,-2.610016e-02,9.992082e-03,-1.344574e-03,-1.189151e-04,5.337788e-06,3.629021e-02,-2.611595e-02,-8.647677e-01,-2.184262e-01,5.456669e-01,6.645631e+00,2.034233e-01,-7.867150e+00,-4.053892e-01,-8.681377e-01,2.199805e-01,-5.417446e-01,6.659830e+00,-1.969403e-01,-7.880237e+00,4.041441e-01,6.072708e-01,-3.841585e-02,2.773484e+00,-4.179584e-03,-2.899865e-03,-6.767468e-03,-2.924558e-04,3.551948e+00,-2.684695e+00,1.126064e+00,8.940554e-02,7.470023e-03,-2.645665e-03,3.553161e+00,-2.686174e+00,7.443355e-07,-1.724784e-02,1.189674e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.894025e+00,-7.948400e-03,2.142751e+01,7.732864e-05,-1.893134e+00,1.302134e-03
1.800000e-02,-1.044278e-02,-2.929050e-03,6.862408e-03,8.760465e-02,2.669712e-03,-1.046759e-01,-5.451019e-03,-1.048314e-02,2.949366e-03,-6.814758e-03,8.778791e-02,-2.583675e-03,-1.048494e-01,5.433524e-03,7.662267e-03,-4.835426e-04,3.505225e-02,-5.509113e-05,-3.701187e-05,1.022167e-04,-3.550141e-05,4.387179e-02,-3.195249e-02,1.250620e-02,-1.045427e-03,-9.301151e-05,-1.781521e-06,4.388721e-02,-3.197136e-02,-9.363909e-01,-2.245065e-01,5.807136e-01,6.902055e+00,2.108181e-01,-8.123339e+00,-4.163732e-01,-9.400497e-01,2.261351e-01,-5.764796e-01,6.916962e+00,-2.041115e-01,-8.136875e+00,4.151249e-01,6.416437e-01,-4.064053e-02,2.927481e+00,-4.358896e-03,-3.031200e-03,-1.224259e-02,4.784578e-04,3.797231e+00,-2.926165e+00,1.257057e+00,1.495734e-01,1.295181e-02,-3.559655e-03,3.798500e+00,-2.927702e+00,8.590038e-07,-2.131999e-02,1.468249e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.168421e+00,-5.356456e-03,1.611972e+01,8.419252e-05,-2.036070e+00,1.394250e-03
2.000000e-02,-1.244133e-02,-3.385180e-03,8.083537e-03,1.017818e-01,3.100958e-03,-1.212592e-01,-6.296818e-03,-1.248951e-02,3.408869e-03,-8.026876e-03,1.019960e-01,-3.001198e-03,-1.214605e-01,6.276848e-03,8.999361e-03,-5.683408e-04,4.114573e-02,-6.407342e-05,-4.325551e-05,8.087652e-05,-3.508325e-05,5.188916e-02,-3.825699e-02,1.526913e-02,-7.848471e-04,-7.021833e-05,-8.586861e-06,5.190723e-02,-3.827908e-02,-9.992729e-01,-2.280652e-01,6.105644e-01,7.088569e+00,2.156230e-01,-8.291678e+00,-4.228996e-01,-1.003185e+00,2.297515e-01,-6.060591e-01,7.104032e+00,-2.087616e-01,-8.305514e+00,4.216620e-01,6.685470e-01,-4.239909e-02,3.046740e+00,-4.491144e-03,-3.121821e-03,-1.067007e-02,2.090796e-04,4.008684e+00,-3.152250e+00,1.381464e+00,1.302900e-01,1.139659e-02,-3.402670e-03,4.010008e+00,-3.153860e+00,9.842034e-07,-2.562798e-02,1.761281e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.462323e+00,-3.414900e-03,1.141840e+01,9.698964e-05,-2.153996e+00,1.466741e-03
